Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
TXN_6905718,Salad,5,5.0,25.0,Credit Card,In-store,2023-02-20
TXN_3130548,Cookie,4,1.0,4.0,,Takeaway,2023-08-21
TXN_9356512,Salad,,5.0,15.0,Credit Card,,2023-06-06
TXN_7993951,Tea,2,1.5,3.0,Digital Wallet,Takeaway,2023-12-14
TXN_9323513,Cake,3,3.0,9.0,,Takeaway,2023-05-04
TXN_9097641,Cake,4,3.0,12.0,Cash,Takeaway,2023-12-16
TXN_1775884,Juice,4,3.0,12.0,Cash,,2023-10-08
TXN_8536115,Cake,1,3.0,3.0,Credit Card,Takeaway,2023-07-11
TXN_8032010,Tea,1,1.5,1.5,Cash,,2023-06-14
TXN_6540946,Juice,4,3.0,12.0,Digital Wallet,,2023-10-08
TXN_6540946,Juice,4,3.0,12.0,Digital Wallet,,2023-10-08
TXN_2806243,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-01-14
TXN_2915281,Cookie,1,1.0,1.0,Digital Wallet,In-store,2023-07-01
TXN_3468006,Smoothie,3,4.0,12.0,Credit Card,Takeaway,2023-07-28
TXN_7604541,Juice,4,3.0,12.0,Credit Card,In-store,2023-04-16
TXN_7806146,Cake,3,ERROR,9.0,Digital Wallet,In-store,2023-01-30
TXN_9238689,Cake,1,3.0,3.0,Digital Wallet,In-store,2023-03-09
TXN_2601689,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-01-14
TXN_6428182,Cake,5,3.0,15.0,Cash,In-store,2023-11-10
TXN_2163229,Cookie,4,1.0,4.0,Cash,Takeaway,2023-12-21
TXN_2163229,Cookie,4,1.0,4.0,Cash,Takeaway,2023-12-21
TXN_7550498,Juice,5,3.0,15.0,,In-store,ERROR
TXN_6830557,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2023-11-08
TXN_6371264,Smoothie,5,4.0,20.0,Cash,Takeaway,2023-02-27
TXN_4663299,UNKNOWN,4,4.0,16.0,Digital Wallet,In-store,2023-12-26
TXN_9236713,Cookie,5,1.0,5.0,Cash,In-store,2023-09-13
TXN_1079239,Smoothie,1,,4.0,,Takeaway,2023-02-08
TXN_4690833,Cake,1,3.0,3.0,Cash,Takeaway,2023-05-23
TXN_7946489,Juice,1,3.0,3.0,Cash,Takeaway,2023-09-11
TXN_8661288,Salad,2,5.0,10.0,Digital Wallet,Takeaway,2023-01-27
TXN_7187207,Coffee,5,2.0,10.0,Cash,,2023-02-18
TXN_4679409,ERROR,,2.0,2.0,,In-store,2023-03-25
TXN_2866147,Juice,2,3.0,6.0,UNKNOWN,Takeaway,2023-08-28
TXN_5637677,UNKNOWN,2,3.0,6.0,Digital Wallet,Takeaway,2023-08-24
TXN_7444541,Salad,2,5.0,10.0,Cash,,2023-11-29
TXN_6046604,Cookie,5,1.0,5.0,Credit Card,,2023-06-29
TXN_6111710,Salad,3,5.0,15.0,Credit Card,In-store,2023-06-18
TXN_5476465,Cake,,3.0,12.0,Cash,In-store,2023-06-23
TXN_1773873,Salad,5,5.0,25.0,Credit Card,Takeaway,2023-06-10
TXN_2163229,Cookie,4,1.0,4.0,Cash,Takeaway,2023-12-21
TXN_4570711,Sandwich,4,4.0,16.0,Credit Card,In-store,2023-12-11
TXN_5242469,Coffee,4,2.0,8.0,Credit Card,Takeaway,2023-04-01
TXN_2977414,Cake,4,3.0,ERROR,UNKNOWN,,2023-06-09
TXN_8938144,Coffee,2,2.0,4.0,Credit Card,,2023-01-27
TXN_1655100,Cake,4,3.0,12.0,Credit Card,Takeaway,2023-12-20
TXN_1526864,Smoothie,3,4.0,12.0,Digital Wallet,In-store,2023-01-27
TXN_1279428,Salad,1,5.0,5.0,Digital Wallet,,2023-03-02
TXN_9866728,Juice,1,3.0,3.0,Cash,In-store,2023-10-26
TXN_6540946,Juice,4,3.0,12.0,Digital Wallet,,2023-10-08
TXN_6540946,Juice,4,3.0,12.0,Digital Wallet,,2023-10-08
TXN_1706201,Coffee,3,2.0,6.0,Credit Card,In-store,2023-08-23
TXN_2498488,Smoothie,2,4.0,8.0,Digital Wallet,Takeaway,2023-12-06
TXN_5387067,Salad,3,5.0,15.0,Credit Card,UNKNOWN,2023-06-11
TXN_4431179,Sandwich,3,4.0,12.0,Digital Wallet,Takeaway,2023-08-13
TXN_2806243,Salad,4,5.0,20.0,Digital Wallet,In-store,2023-01-14
TXN_8386792,Coffee,UNKNOWN,2.0,6.0,,In-store,2023-10-05
TXN_2108894,Sandwich,4,4.0,16.0,Credit Card,In-store,2023-10-30
TXN_6347472,Tea,1,1.5,1.5,Digital Wallet,In-store,2023-03-22
TXN_7188412,Sandwich,1,4.0,4.0,,Takeaway,2023-08-08
TXN_3477767,Cookie,3,,3.0,Digital Wallet,,UNKNOWN
TXN_8345723,Sandwich,1,4.0,4.0,Digital Wallet,Takeaway,2023-08-27
TXN_9989415,Smoothie,5,UNKNOWN,20.0,Credit Card,Takeaway,2023-05-26
TXN_4476634,Tea,2,1.5,3.0,Credit Card,,2023-06-16
TXN_2178964,Tea,4,1.5,6.0,Cash,Takeaway,2023-12-25
TXN_5213542,UNKNOWN,ERROR,2.0,6.0,Credit Card,In-store,2023-08-21
TXN_7020671,Coffee,1,2.0,2.0,,ERROR,2023-09-01
TXN_8297135,UNKNOWN,2,4.0,UNKNOWN,ERROR,,2023-09-16
TXN_6581437,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-10-23
TXN_1347965,Cookie,5,1.0,5.0,UNKNOWN,In-store,2023-02-19
TXN_6128621,Salad,3,5.0,15.0,Digital Wallet,In-store,2023-11-10
TXN_5758199,Coffee,4,2.0,8.0,Credit Card,,2023-06-11
TXN_3145041,Tea,5,1.5,7.5,,UNKNOWN,2023-09-23
TXN_9960577,Sandwich,1,4.0,4.0,Cash,,2023-06-24
TXN_1349738,Sandwich,3,4.0,ERROR,Cash,ERROR,2023-03-26
TXN_4512118,Coffee,2,2.0,4.0,Digital Wallet,Takeaway,2023-04-20
TXN_5763254,Coffee,3,UNKNOWN,6.0,Digital Wallet,Takeaway,2023-09-15
TXN_8167279,Salad,5,5.0,25.0,,In-store,UNKNOWN
TXN_8696094,Sandwich,UNKNOWN,4.0,,,Takeaway,2023-05-14
TXN_8114990,Juice,1,3.0,3.0,Cash,UNKNOWN,2023-02-27
TXN_4961655,Juice,5,3.0,15.0,Cash,Takeaway,2023-05-06
TXN_5595352,Juice,1,3.0,3.0,Cash,In-store,2023-02-20
TXN_2163229,Cookie,4,1.0,4.0,Cash,Takeaway,2023-12-21
TXN_2163229,Cookie,4,1.0,4.0,Cash,Takeaway,2023-12-21
TXN_2163229,Cookie,4,1.0,4.0,Cash,Takeaway,2023-12-21
TXN_2163229,Cookie,4,1.0,4.0,Cash,Takeaway,2023-12-21
TXN_6540946,Juice,4,3.0,12.0,Digital Wallet,,2023-10-08
TXN_6540946,Juice,4,3.0,12.0,Digital Wallet,,2023-10-08
TXN_2070818,Smoothie,5,4.0,20.0,UNKNOWN,Takeaway,2023-06-05
TXN_1090854,Cookie,UNKNOWN,1.0,3.0,Credit Card,In-store,2023-01-07
TXN_2004851,Salad,5,5.0,25.0,Credit Card,,
TXN_1869814,Tea,1,1.5,1.5,Digital Wallet,Takeaway,2023-05-24
TXN_8296518,UNKNOWN,2,4.0,8.0,Credit Card,In-store,2023-02-08
TXN_6910915,Tea,4,1.5,6.0,Digital Wallet,Takeaway,2023-05-06
TXN_3183527,Coffee,3,2.0,6.0,Digital Wallet,,2023-10-26
TXN_6916047,Coffee,2,2.0,,Digital Wallet,In-store,ERROR
TXN_5787508,ERROR,3,UNKNOWN,9.0,Credit Card,Takeaway,2023-07-23
TXN_2611960,Sandwich,3,4.0,12.0,Credit Card,,2023-09-11
TXN_7923140,Coffee,2,2.0,4.0,Digital Wallet,,2023-04-02
TXN_5229169,Juice,2,3.0,6.0,Credit Card,Takeaway,2023-09-08
TXN_1018880,Smoothie,5,4.0,20.0,Digital Wallet,,2023-07-15
TXN_4074732,Salad,3,UNKNOWN,15.0,Credit Card,UNKNOWN,2023-04-09
TXN_9409728,Tea,2,1.5,3.0,,In-store,2023-03-06
TXN_2163229,Cookie,4,1.0,4.0,Cash,Takeaway,2023-12-21
TXN_5840223,Tea,4,ERROR,6.0,Cash,Takeaway,2023-12-20
TXN_5840223,Tea,4,ERROR,6.0,Cash,Takeaway,2023-12-20
TXN_5576265,Smoothie,4,4.0,16.0,Credit Card,Takeaway,2023-04-08
TXN_7399897,,4,3.0,12.0,,Takeaway,2023-11-14
TXN_6119823,Tea,2,1.5,3.0,,Takeaway,2023-06-13
TXN_5408625,Cookie,5,1.0,5.0,Cash,ERROR,2023-08-14
TXN_5969754,Tea,4,1.5,6.0,,Takeaway,2023-01-29
TXN_2806243,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-01-14
TXN_5740553,Salad,5,5.0,25.0,,In-store,2023-08-29
TXN_4809497,Tea,4,1.5,6.0,Cash,In-store,
TXN_5728991,Salad,ERROR,5.0,10.0,,,2023-01-01
TXN_7608816,,3,3.0,9.0,Digital Wallet,In-store,2023-11-07
TXN_1046394,Smoothie,1,4.0,4.0,Cash,In-store,2023-04-29
TXN_6540946,Juice,4,3.0,12.0,Digital Wallet,,2023-10-08
TXN_6540946,Juice,4,3.0,12.0,Digital Wallet,,2023-10-08
TXN_6540946,Juice,4,3.0,12.0,Digital Wallet,,2023-10-08
TXN_6540946,Juice,4,3.0,12.0,Digital Wallet,,2023-10-08
TXN_2269396,Coffee,3,2.0,6.0,Digital Wallet,In-store,2023-10-26
TXN_9263967,Cookie,3,1.0,3.0,Credit Card,In-store,2023-09-14
TXN_6540946,Juice,4,3.0,12.0,Digital Wallet,,2023-10-08
TXN_2914088,Salad,5,5.0,25.0,Cash,In-store,2023-03-22
TXN_1046394,Smoothie,1,4.0,4.0,Cash,In-store,2023-04-29
TXN_1046394,Smoothie,1,4.0,4.0,Cash,In-store,2023-04-29
TXN_6571898,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-02-02
TXN_7109358,Salad,,5.0,25.0,Digital Wallet,,2023-05-02
TXN_4498370,Smoothie,4,4.0,16.0,ERROR,,2023-07-24
TXN_4015710,Juice,4,UNKNOWN,12.0,Cash,UNKNOWN,2023-05-18
TXN_4600048,Cookie,ERROR,1.0,2.0,Cash,,2023-10-30
TXN_2108486,Juice,4,3.0,12.0,Digital Wallet,Takeaway,2023-12-28
TXN_7019782,Smoothie,ERROR,4.0,20.0,,,2023-10-16
TXN_1046394,Smoothie,1,4.0,4.0,Cash,In-store,2023-04-29
TXN_5228270,Juice,3,3.0,9.0,,Takeaway,2023-04-12
TXN_2806243,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-01-14
TXN_2806243,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-01-14
TXN_2806243,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-01-14
TXN_4387303,Cookie,1,1.0,1.0,,,2023-06-27
TXN_4637016,Salad,3,5.0,15.0,Credit Card,In-store,
TXN_7786214,Smoothie,1,ERROR,4.0,Credit Card,,2023-11-25
TXN_4625910,Juice,1,3.0,3.0,,,2023-01-17
TXN_8250731,Cookie,2,1.0,2.0,Cash,,2023-08-24
TXN_3605929,Smoothie,2,4.0,8.0,Credit Card,,2023-04-26
TXN_4953450,Cookie,4,1.0,ERROR,ERROR,In-store,2023-03-10
TXN_5315441,Smoothie,5,4.0,20.0,Digital Wallet,In-store,2023-10-31
TXN_9196322,Cookie,4,1.0,4.0,Digital Wallet,In-store,2023-08-12
TXN_4009547,Juice,4,3.0,12.0,Credit Card,,2023-05-13
TXN_3394710,Sandwich,,4.0,4.0,Digital Wallet,In-store,2023-10-22
TXN_8354174,ERROR,3,2.0,,Credit Card,ERROR,2023-12-29
TXN_5931292,ERROR,2,4.0,8.0,Credit Card,In-store,2023-12-18
TXN_2109416,Sandwich,1,4.0,4.0,,In-store,2023-09-21
TXN_8776606,UNKNOWN,4,5.0,20.0,Digital Wallet,Takeaway,2023-07-24
TXN_1063366,Juice,3,3.0,9.0,,UNKNOWN,2023-03-20
TXN_2393500,Juice,1,ERROR,3.0,Credit Card,In-store,2023-12-15
TXN_9738758,Coffee,1,2.0,ERROR,Cash,In-store,2023-12-31
TXN_7838465,Sandwich,3,4.0,12.0,Credit Card,Takeaway,2023-06-15
TXN_2447261,Cookie,3,1.0,3.0,Credit Card,Takeaway,2023-10-15
TXN_6609947,ERROR,3,3.0,9.0,Digital Wallet,In-store,2023-05-29
TXN_9036453,,1,4.0,4.0,Digital Wallet,Takeaway,2023-02-08
TXN_2611990,Cookie,ERROR,1.0,3.0,Digital Wallet,Takeaway,2023-10-25
TXN_1460963,Coffee,3,2.0,6.0,Cash,In-store,2023-02-10
TXN_1713128,Smoothie,3,4.0,12.0,Credit Card,,2023-05-01
TXN_1713128,Smoothie,3,4.0,12.0,Credit Card,,2023-05-01
TXN_1713128,Smoothie,3,4.0,12.0,Credit Card,,2023-05-01
TXN_4501168,ERROR,1,1.5,1.5,,In-store,2023-06-28
TXN_7019782,Smoothie,ERROR,4.0,20.0,,,2023-10-16
TXN_7019782,Smoothie,ERROR,4.0,20.0,,,2023-10-16
TXN_6540946,Juice,4,3.0,12.0,Digital Wallet,,2023-10-08
TXN_2840323,Tea,4,1.5,6.0,Credit Card,ERROR,2023-05-07
TXN_6691767,Salad,2,5.0,10.0,Cash,Takeaway,2023-02-05
TXN_1046394,Smoothie,1,4.0,4.0,Cash,In-store,2023-04-28
TXN_7280191,Coffee,3,2.0,6.0,ERROR,Takeaway,2023-08-23
TXN_6932070,Tea,4,1.5,6.0,Credit Card,In-store,2023-06-10
TXN_3502743,,5,4.0,20.0,,,2023-02-28
TXN_2815335,Juice,5,3.0,15.0,Cash,,2023-03-30
TXN_4916272,Tea,3,1.5,4.5,ERROR,,2023-03-03
TXN_7940202,,1,,4.0,Digital Wallet,,2023-07-23
TXN_5489408,Cookie,1,1.0,1.0,UNKNOWN,In-store,2023-05-02
TXN_4640977,Cookie,3,1.0,3.0,Credit Card,In-store,2023-02-11
TXN_2806243,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-01-14
TXN_8563346,UNKNOWN,3,2.0,6.0,Credit Card,,2023-10-24
TXN_3172751,Juice,5,3.0,15.0,Credit Card,,ERROR
TXN_7896721,Cake,3,3.0,9.0,Credit Card,Takeaway,2023-04-22
TXN_4827371,Salad,2,5.0,10.0,,Takeaway,2023-06-20
TXN_1559313,Smoothie,2,4.0,8.0,Credit Card,,2023-12-02
TXN_7384923,Sandwich,2,4.0,UNKNOWN,,Takeaway,2023-01-24
TXN_7906197,Sandwich,5,4.0,20.0,Credit Card,In-store,2023-01-02
TXN_9018535,Cookie,2,,2.0,Digital Wallet,Takeaway,2023-05-05
TXN_9103318,Sandwich,2,4.0,8.0,,ERROR,2023-11-13
TXN_1046394,Smoothie,1,4.0,4.0,Cash,In-store,2023-04-27
TXN_8066743,Tea,3,1.5,4.5,Cash,Takeaway,2023-11-13
TXN_9658677,Cake,ERROR,3.0,12.0,Cash,Takeaway,UNKNOWN
TXN_8647575,Tea,UNKNOWN,1.5,3.0,Cash,,2023-02-08
TXN_7019782,Smoothie,ERROR,4.0,20.0,,,2023-10-16
TXN_7019782,Smoothie,ERROR,4.0,20.0,,,2023-10-16
TXN_6376175,Juice,4,UNKNOWN,12.0,Digital Wallet,Takeaway,2023-02-24
TXN_9840274,Sandwich,5,4.0,20.0,,Takeaway,2023-02-25
TXN_4912458,Cake,4,3.0,12.0,ERROR,Takeaway,2023-06-12
TXN_7982985,Cookie,1,1.0,1.0,Credit Card,,2023-01-27
TXN_2855581,Coffee,4,2.0,8.0,Credit Card,UNKNOWN,2023-10-23
TXN_7585348,Cake,3,3.0,9.0,Credit Card,Takeaway,2023-03-16
TXN_8249251,Cake,ERROR,3.0,9.0,ERROR,In-store,2023-01-01
TXN_4005014,Sandwich,1,4.0,4.0,Digital Wallet,Takeaway,2023-07-10
TXN_3106215,Smoothie,3,4.0,ERROR,ERROR,Takeaway,2023-04-15
TXN_4478185,Cake,2,3.0,6.0,Cash,In-store,2023-08-25
TXN_7815651,Salad,1,ERROR,5.0,Cash,In-store,2023-01-16
TXN_3461209,Juice,4,3.0,12.0,Credit Card,In-store,2023-04-26
TXN_7019782,Smoothie,ERROR,4.0,20.0,,,2023-10-16
TXN_7019782,Smoothie,ERROR,4.0,20.0,,,2023-10-16
TXN_9498325,Salad,1,5.0,5.0,,,2023-04-04
TXN_1026827,Cookie,4,1.0,4.0,Digital Wallet,In-store,2023-01-02
TXN_4479052,Salad,UNKNOWN,5.0,20.0,Digital Wallet,In-store,2023-12-05
TXN_7269513,Salad,3,5.0,15.0,Cash,,2023-05-12
TXN_5134545,Tea,5,1.5,7.5,Digital Wallet,,2023-10-17
TXN_2806243,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-01-14
TXN_7997144,Juice,4,3.0,12.0,Credit Card,,2023-02-25
TXN_7315198,Salad,2,UNKNOWN,10.0,,UNKNOWN,2023-09-23
TXN_4339682,Salad,5,5.0,25.0,,In-store,2023-03-04
TXN_3363831,Juice,3,3.0,9.0,Digital Wallet,,2023-05-10
TXN_5369555,Juice,4,3.0,12.0,Cash,Takeaway,2023-02-24
TXN_1046394,Smoothie,1,4.0,4.0,Cash,In-store,2023-04-29
TXN_2806243,Smoothie,4,5.0,20.0,Digital Wallet,Takeaway,2023-01-14
TXN_6208034,Cake,1,3.0,3.0,Digital Wallet,,2023-08-29
TXN_8187656,Tea,4,1.5,6.0,Credit Card,Takeaway,2023-05-01
TXN_6463415,Coffee,3,2.0,6.0,Digital Wallet,In-store,2023-04-12
TXN_1461895,Juice,5,3.0,15.0,ERROR,,2023-06-17
TXN_3197752,Smoothie,2,4.0,8.0,,,2023-03-10
TXN_3112175,Coffee,4,2.0,8.0,Cash,,2023-03-16
TXN_6439579,Tea,5,1.5,7.5,Credit Card,,2023-03-23
TXN_4944121,UNKNOWN,2,2.0,4.0,UNKNOWN,UNKNOWN,2023-05-29
TXN_5590805,Cake,1,3.0,3.0,,Takeaway,2023-01-25
TXN_4634772,Juice,3,3.0,9.0,Credit Card,In-store,2023-01-12
TXN_2163229,Cookie,4,1.0,4.0,Cash,Takeaway,2023-12-21
TXN_2163229,Cookie,4,1.0,4.0,Cash,Takeaway,2023-12-21
TXN_3519066,Cake,1,3.0,3.0,,Takeaway,2023-11-08
TXN_8034156,Sandwich,1,4.0,4.0,Cash,In-store,2023-07-22
TXN_2163229,Cookie,4,1.0,4.0,Cash,Takeaway,2023-12-21
TXN_4109764,Juice,3,3.0,ERROR,Credit Card,UNKNOWN,2023-07-12
TXN_1343750,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-02-15
TXN_6387964,Tea,5,1.5,7.5,Digital Wallet,,2023-08-07
TXN_2743397,Cake,2,3.0,6.0,Digital Wallet,,2023-10-03
TXN_2806243,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-01-14
TXN_8022689,Tea,1,1.5,1.5,Cash,Takeaway,2023-06-15
TXN_9392028,Salad,5,ERROR,25.0,Credit Card,In-store,2023-01-13
TXN_3547825,Cookie,3,1.0,3.0,,Takeaway,2023-09-04
TXN_9101792,Coffee,5,2.0,10.0,Cash,,2023-06-13
TXN_3463928,,4,1.5,6.0,Credit Card,In-store,2023-06-07
TXN_8503406,Smoothie,2,4.0,8.0,Digital Wallet,UNKNOWN,2023-02-15
TXN_1992966,Smoothie,5,4.0,20.0,,In-store,2023-08-09
TXN_2179458,,1,3.0,3.0,Cash,In-store,2023-10-23
TXN_5648512,UNKNOWN,4,3.0,12.0,,Takeaway,2023-01-30
TXN_8689416,Juice,5,3.0,15.0,ERROR,,2023-03-19
TXN_1964555,Smoothie,2,4.0,8.0,Digital Wallet,,2023-04-11
TXN_9402247,Salad,3,UNKNOWN,15.0,Digital Wallet,ERROR,ERROR
TXN_8868960,Salad,5,5.0,25.0,,,UNKNOWN
TXN_8689416,Juice,5,3.0,15.0,ERROR,,2023-03-19
TXN_1794862,Cake,2,3.0,6.0,Cash,,2023-07-16
TXN_5780615,Smoothie,3,4.0,ERROR,Cash,,2023-12-24
TXN_2416816,Smoothie,5,4.0,20.0,Digital Wallet,In-store,2023-10-19
TXN_8005682,Coffee,2,2.0,4.0,Credit Card,,2023-03-16
TXN_1778707,Salad,5,5.0,25.0,Credit Card,Takeaway,2023-03-26
TXN_9959813,Sandwich,4,4.0,16.0,Digital Wallet,,2023-09-05
TXN_7675823,Tea,5,1.5,7.5,,ERROR,UNKNOWN
TXN_3110343,Tea,UNKNOWN,1.5,7.5,Digital Wallet,Takeaway,2023-06-24
TXN_7913451,Sandwich,5,4.0,20.0,Credit Card,,2023-12-05
TXN_1901729,Cake,2,3.0,6.0,,Takeaway,2023-03-18
TXN_8717428,Salad,3,5.0,15.0,Digital Wallet,,UNKNOWN
TXN_9536472,Juice,5,3.0,15.0,,,2023-11-12
TXN_9561832,,3,4.0,12.0,Digital Wallet,ERROR,2023-10-29
TXN_8888153,Coffee,5,2.0,10.0,,ERROR,2023-12-16
TXN_2163229,Cookie,4,1.0,4.0,Cash,Takeaway,2023-12-21
TXN_3790025,ERROR,1,4.0,4.0,Cash,,2023-10-07
TXN_2820693,Salad,3,UNKNOWN,15.0,Cash,Takeaway,2023-05-05
TXN_5661147,Cake,1,3.0,3.0,,Takeaway,2023-11-06
TXN_3746260,Smoothie,5,4.0,20.0,Digital Wallet,Takeaway,2023-08-26
TXN_7805035,Smoothie,3,4.0,12.0,,In-store,2023-05-18
TXN_2058243,Smoothie,5,4.0,20.0,,Takeaway,2023-03-19
TXN_5710748,Salad,1,5.0,5.0,,,2023-10-31
TXN_3725837,Coffee,5,2.0,10.0,Cash,In-store,2023-10-22
TXN_8689416,Juice,5,3.0,15.0,ERROR,,2023-03-19
TXN_5132327,Smoothie,ERROR,4.0,20.0,Cash,,2023-01-25
TXN_1575608,Sandwich,,,20.0,ERROR,Takeaway,2023-01-05
TXN_4594922,Salad,2,5.0,10.0,Credit Card,Takeaway,2023-06-19
TXN_5163686,Salad,5,5.0,25.0,Credit Card,In-store,2023-05-29
TXN_5445318,Cookie,1,1.0,1.0,Digital Wallet,,2023-02-16
TXN_2391446,Sandwich,3,4.0,12.0,,In-store,2023-12-06
TXN_2826603,Salad,2,5.0,10.0,Digital Wallet,Takeaway,2023-06-22
TXN_3489940,ERROR,3,1.0,3.0,Credit Card,,2023-12-15
TXN_2526667,ERROR,3,3.0,9.0,Digital Wallet,In-store,2023-06-10
TXN_3760598,Cake,3,3.0,9.0,Digital Wallet,In-store,2023-10-24
TXN_7679707,Tea,1,1.5,1.5,Credit Card,In-store,2023-07-22
TXN_3831364,Tea,1,1.5,1.5,Digital Wallet,UNKNOWN,2023-03-03
TXN_5038513,Cookie,2,UNKNOWN,2.0,Digital Wallet,Takeaway,2023-10-24
TXN_5007619,Cake,5,3.0,15.0,Credit Card,In-store,2023-07-05
TXN_5124870,Tea,1,1.5,1.5,Digital Wallet,,2023-08-11
TXN_8229546,Smoothie,2,4.0,8.0,Cash,,2023-10-16
TXN_3173923,Cookie,2,1.0,2.0,Digital Wallet,,2023-06-29
TXN_8460786,Coffee,1,2.0,2.0,Cash,ERROR,2023-05-17
TXN_2163229,Cookie,4,1.0,4.0,Cash,Takeaway,2023-12-21
TXN_7078232,ERROR,5,3.0,15.0,Digital Wallet,Takeaway,2023-11-21
TXN_7833800,Coffee,2,2.0,4.0,,Takeaway,
TXN_9625287,Juice,2,3.0,6.0,Cash,In-store,2023-07-08
TXN_3135132,Sandwich,4,4.0,16.0,Credit Card,Takeaway,
TXN_4779440,Cookie,1,1.0,1.0,,,2023-07-12
TXN_7337979,Coffee,1,2.0,2.0,Digital Wallet,In-store,2023-05-27
TXN_1713098,Smoothie,4,4.0,16.0,ERROR,,2023-11-22
TXN_5325729,Coffee,5,2.0,10.0,Digital Wallet,,2023-05-04
TXN_5630457,Smoothie,1,4.0,4.0,Credit Card,Takeaway,2023-03-01
TXN_4167859,Coffee,5,2.0,10.0,,Takeaway,2023-08-17
TXN_4487966,Juice,3,3.0,9.0,Cash,In-store,2023-08-10
TXN_1122140,Sandwich,4,4.0,16.0,Cash,,2023-06-19
TXN_7484682,Juice,1,3.0,3.0,Cash,,2023-12-28
TXN_4040989,Sandwich,1,4.0,4.0,,,2023-03-02
TXN_2190793,UNKNOWN,4,1.0,4.0,Credit Card,Takeaway,2023-07-29
TXN_3663712,Tea,4,1.5,6.0,Digital Wallet,Takeaway,2023-09-22
TXN_9140598,Juice,1,3.0,3.0,Digital Wallet,Takeaway,2023-07-10
TXN_5657259,,2,1.5,3.0,,In-store,2023-03-03
TXN_4316299,Tea,2,1.5,3.0,Credit Card,In-store,UNKNOWN
TXN_5601300,Coffee,2,2.0,4.0,Digital Wallet,,2023-02-24
TXN_3696194,Salad,2,5.0,10.0,Credit Card,In-store,2023-11-27
TXN_2964638,Salad,2,5.0,10.0,Digital Wallet,In-store,2023-09-28
TXN_8336656,Salad,5,5.0,25.0,Cash,Takeaway,2023-12-02
TXN_2163229,Cookie,4,1.0,4.0,Cash,Takeaway,2023-12-21
TXN_2024121,Juice,5,3.0,UNKNOWN,Digital Wallet,In-store,2023-11-06
TXN_6287890,Tea,5,1.5,7.5,Credit Card,Takeaway,2023-02-07
TXN_4712887,Tea,5,1.5,7.5,Credit Card,ERROR,2023-01-04
TXN_4336892,Cookie,2,1.0,2.0,,In-store,2023-06-04
TXN_5447694,Smoothie,1,4.0,ERROR,Digital Wallet,In-store,2023-11-18
TXN_2492058,Smoothie,5,4.0,20.0,Cash,,2023-09-22
TXN_5182042,Sandwich,4,4.0,16.0,,Takeaway,2023-02-26
TXN_5350401,Sandwich,2,4.0,8.0,Digital Wallet,In-store,2023-10-28
TXN_8999006,Smoothie,1,4.0,,Cash,,2023-02-07
TXN_8514689,Juice,5,3.0,15.0,,,2023-04-15
TXN_1866028,Tea,5,1.5,7.5,Credit Card,Takeaway,2023-06-12
TXN_8379141,Salad,1,5.0,5.0,ERROR,In-store,2023-10-01
TXN_9152264,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-03-15
TXN_2287941,ERROR,1,1.0,1.0,,ERROR,2023-09-22
TXN_3794585,Sandwich,1,4.0,4.0,Credit Card,In-store,2023-02-10
TXN_3856427,Juice,4,3.0,ERROR,ERROR,In-store,2023-03-25
TXN_9890874,Sandwich,5,4.0,20.0,Cash,In-store,2023-09-02
TXN_6254003,,2,5.0,10.0,,,2023-11-02
TXN_3101575,Coffee,UNKNOWN,2.0,4.0,,Takeaway,2023-12-03
TXN_4874685,Smoothie,UNKNOWN,4.0,4.0,Credit Card,In-store,UNKNOWN
TXN_6269119,,2,3.0,6.0,Digital Wallet,Takeaway,2023-07-19
TXN_6024625,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-09-13
TXN_7470910,Salad,2,5.0,10.0,Cash,In-store,2023-11-22
TXN_9911345,Cookie,UNKNOWN,1.0,1.0,Digital Wallet,UNKNOWN,2023-04-14
TXN_1116119,Smoothie,4,4.0,16.0,Digital Wallet,In-store,2023-08-07
TXN_3471223,Coffee,1,2.0,2.0,Digital Wallet,In-store,2023-10-08
TXN_4491072,Smoothie,4,4.0,16.0,Credit Card,,2023-12-03
